date,idea,trend_score,mentions,engagement,sentiment
2013-12-01,Mindfulness,23.73,1692,770,0.726
2014-01-01,Mindfulness,28.15,1363,457,0.887
2014-02-01,Mindfulness,35.6,2045,987,0.707
2014-03-01,Mindfulness,24.98,1900,330,0.756
2014-04-01,Mindfulness,20.54,1054,514,0.948
2014-05-01,Mindfulness,28.05,1723,879,0.965
2014-06-01,Mindfulness,32.01,1343,605,0.969
2014-07-01,Mindfulness,27.43,1696,463,0.746
2014-08-01,Mindfulness,23.65,992,617,0.928
2014-09-01,Mindfulness,31.39,2368,857,0.666
2014-10-01,Mindfulness,30.49,2014,818,0.671
2014-11-01,Mindfulness,24.01,1653,469,0.498
2014-12-01,Mindfulness,29.91,1963,544,0.981
2015-01-01,Mindfulness,32.66,1999,1049,0.676
2015-02-01,Mindfulness,33.67,1880,1060,0.765
2015-03-01,Mindfulness,28.96,2072,644,0.671
2015-04-01,Mindfulness,28.07,2115,841,0.863
2015-05-01,Mindfulness,34.69,2002,769,0.735
2015-06-01,Mindfulness,25.21,1875,545,0.623
2015-07-01,Mindfulness,32.09,1956,523,0.833
2015-08-01,Mindfulness,25.13,1488,544,0.608
2015-09-01,Mindfulness,35.15,1968,838,0.68
2015-10-01,Mindfulness,30.13,1403,411,0.527
2015-11-01,Mindfulness,36.52,1411,803,0.609
2015-12-01,Mindfulness,33.69,1610,966,0.801
2016-01-01,Mindfulness,27.11,1576,723,0.544
2016-02-01,Mindfulness,38.66,2054,996,0.602
2016-03-01,Mindfulness,40.12,2237,1252,0.78
2016-04-01,Mindfulness,38.4,2929,521,0.715
2016-05-01,Mindfulness,32.79,1704,794,1.0
2016-06-01,Mindfulness,35.57,1989,1024,1.0
2016-07-01,Mindfulness,38.33,1673,917,0.676
2016-08-01,Mindfulness,35.89,1448,704,0.847
2016-09-01,Mindfulness,46.44,3174,738,0.87
2016-10-01,Mindfulness,41.2,2492,1268,0.708
2016-11-01,Mindfulness,30.77,2086,693,0.601
2016-12-01,Mindfulness,43.9,1943,1343,0.779
2017-01-01,Mindfulness,42.11,2548,1044,0.759
2017-02-01,Mindfulness,44.16,2131,1172,0.728
2017-03-01,Mindfulness,43.94,2078,1280,0.833
2017-04-01,Mindfulness,49.6,1932,1302,0.69
2017-05-01,Mindfulness,51.81,2255,1092,0.642
2017-06-01,Mindfulness,49.42,2491,1155,0.793
2017-07-01,Mindfulness,47.89,2059,1394,0.826
2017-08-01,Mindfulness,50.04,3826,1031,0.639
2017-09-01,Mindfulness,51.25,2582,1070,0.891
2017-10-01,Mindfulness,48.92,2129,738,0.568
2017-11-01,Mindfulness,55.4,2557,1734,0.711
2017-12-01,Mindfulness,55.88,3416,838,0.749
2018-01-01,Mindfulness,61.16,2506,1592,0.704
2018-02-01,Mindfulness,61.1,4381,1306,0.712
2018-03-01,Mindfulness,54.42,4110,1155,1.0
2018-04-01,Mindfulness,61.53,2953,1640,0.678
2018-05-01,Mindfulness,55.53,3100,807,1.0
2018-06-01,Mindfulness,63.2,2487,1577,0.832
2018-07-01,Mindfulness,59.43,3754,1693,0.791
2018-08-01,Mindfulness,58.49,3184,1731,0.837
2018-09-01,Mindfulness,64.79,3168,1074,1.0
2018-10-01,Mindfulness,54.05,2511,1674,0.661
2018-11-01,Mindfulness,58.83,3746,1541,0.646
2018-12-01,Mindfulness,66.21,3610,2030,0.689
2019-01-01,Mindfulness,68.33,3103,1559,0.784
2019-02-01,Mindfulness,67.69,4402,1620,0.573
2019-03-01,Mindfulness,64.02,3857,2010,0.783
2019-04-01,Mindfulness,68.23,4882,2116,0.983
2019-05-01,Mindfulness,74.23,3194,1639,0.798
2019-06-01,Mindfulness,76.16,5236,1419,0.745
2019-07-01,Mindfulness,74.94,4828,1572,0.706
2019-08-01,Mindfulness,80.79,3468,1687,0.888
2019-09-01,Mindfulness,78.92,5150,1490,0.681
2019-10-01,Mindfulness,75.51,4191,1398,1.0
2019-11-01,Mindfulness,78.54,5882,2376,1.0
2019-12-01,Mindfulness,75.22,3306,1097,0.811
2020-01-01,Mindfulness,81.57,5159,2171,0.779
2020-02-01,Mindfulness,86.87,4622,1444,0.904
2020-03-01,Mindfulness,85.57,6447,1713,0.911
2020-04-01,Mindfulness,88.86,4550,1281,0.683
2020-05-01,Mindfulness,82.46,6229,1529,0.717
2020-06-01,Mindfulness,89.47,6550,2542,0.621
2020-07-01,Mindfulness,83.73,4095,2572,0.829
2020-08-01,Mindfulness,90.8,6305,1597,0.86
2020-09-01,Mindfulness,85.25,6550,1908,0.618
2020-10-01,Mindfulness,88.58,4272,1994,0.725
2020-11-01,Mindfulness,92.07,5093,2808,0.618
2020-12-01,Mindfulness,85.81,5022,2429,0.672
2021-01-01,Mindfulness,87.87,4381,2053,0.846
2021-02-01,Mindfulness,92.03,3597,2437,0.692
2021-03-01,Mindfulness,86.21,4050,2584,0.744
2021-04-01,Mindfulness,81.33,4014,1089,0.585
2021-05-01,Mindfulness,95.05,5283,2013,0.802
2021-06-01,Mindfulness,84.47,3808,2632,0.775
2021-07-01,Mindfulness,86.85,6264,2420,0.693
2021-08-01,Mindfulness,90.71,5954,2172,0.757
2021-09-01,Mindfulness,83.52,3490,1978,0.802
2021-10-01,Mindfulness,81.79,5196,1643,0.682
2021-11-01,Mindfulness,86.71,5520,2038,0.603
2021-12-01,Mindfulness,78.39,5904,2052,0.997
2022-01-01,Mindfulness,84.28,3255,1811,0.704
2022-02-01,Mindfulness,86.28,4146,2359,0.768
2022-03-01,Mindfulness,84.09,6241,2544,0.901
2022-04-01,Mindfulness,78.87,5867,1283,1.0
2022-05-01,Mindfulness,91.29,6047,2021,0.631
2022-06-01,Mindfulness,85.2,5792,1813,0.834
2022-07-01,Mindfulness,90.38,3798,2423,0.695
2022-08-01,Mindfulness,83.48,4866,1515,0.715
2022-09-01,Mindfulness,80.87,3835,2093,0.694
2022-10-01,Mindfulness,85.34,3881,2609,0.645
2022-11-01,Mindfulness,83.27,5803,1788,0.775
2022-12-01,Mindfulness,79.29,3465,2477,0.603
2013-01-01,Minimalism,23.92,1055,281,0.389
2013-02-01,Minimalism,28.43,1466,443,0.338
2013-03-01,Minimalism,32.12,1025,348,0.383
2013-04-01,Minimalism,26.96,1355,646,0.626
2013-05-01,Minimalism,33.74,1135,568,0.386
2013-06-01,Minimalism,22.26,725,404,0.816
2013-07-01,Minimalism,21.52,702,227,0.559
2013-08-01,Minimalism,28.67,1457,585,0.522
2013-09-01,Minimalism,30.98,1444,391,0.397
2013-10-01,Minimalism,29.87,1274,673,0.584
2013-11-01,Minimalism,22.29,848,280,0.431
2013-12-01,Minimalism,30.75,1617,380,0.515
2014-01-01,Minimalism,26.45,1031,268,0.807
2014-02-01,Minimalism,34.9,1775,572,0.488
2014-03-01,Minimalism,34.24,1380,607,0.638
2014-04-01,Minimalism,29.57,1140,312,0.416
2014-05-01,Minimalism,31.83,1304,661,0.496
2014-06-01,Minimalism,30.21,1101,487,0.712
2014-07-01,Minimalism,34.75,1700,596,0.425
2014-08-01,Minimalism,39.38,1657,628,0.717
2014-09-01,Minimalism,32.17,1110,494,0.585
2014-10-01,Minimalism,38.68,2057,683,0.433
2014-11-01,Minimalism,35.1,1360,415,0.576
2014-12-01,Minimalism,34.61,1496,423,0.617
2015-01-01,Minimalism,37.91,2023,834,0.575
2015-02-01,Minimalism,34.75,1580,807,0.312
2015-03-01,Minimalism,37.23,1164,558,0.413
2015-04-01,Minimalism,35.21,1912,475,0.47
2015-05-01,Minimalism,48.41,2207,914,0.491
2015-06-01,Minimalism,41.25,1542,639,0.574
2015-07-01,Minimalism,38.87,1240,387,0.521
2015-08-01,Minimalism,43.08,2164,510,0.34
2015-09-01,Minimalism,42.33,1920,843,0.546
2015-10-01,Minimalism,42.45,1823,810,0.573
2015-11-01,Minimalism,46.35,2458,463,0.567
2015-12-01,Minimalism,47.47,2378,608,0.63
2016-01-01,Minimalism,42.88,1383,554,0.6
2016-02-01,Minimalism,43.82,1609,845,0.555
2016-03-01,Minimalism,46.15,1613,456,0.492
2016-04-01,Minimalism,39.17,1913,435,0.301
2016-05-01,Minimalism,43.44,1257,917,0.552
2016-06-01,Minimalism,56.09,2466,683,0.525
2016-07-01,Minimalism,58.33,2879,1108,0.533
2016-08-01,Minimalism,51.88,2726,676,0.347
2016-09-01,Minimalism,56.31,2116,621,0.37
2016-10-01,Minimalism,56.37,2875,739,0.626
2016-11-01,Minimalism,68.57,2132,1371,0.495
2016-12-01,Minimalism,61.85,3198,1356,0.582
2017-01-01,Minimalism,57.99,1831,1250,0.503
2017-02-01,Minimalism,55.8,2183,855,0.504
2017-03-01,Minimalism,54.32,2734,1044,0.613
2017-04-01,Minimalism,62.69,2018,787,0.438
2017-05-01,Minimalism,59.97,2064,829,0.512
2017-06-01,Minimalism,58.44,2818,1315,0.445
2017-07-01,Minimalism,62.66,3018,613,0.448
2017-08-01,Minimalism,62.05,2851,672,0.463
2017-09-01,Minimalism,74.25,3522,935,0.527
2017-10-01,Minimalism,72.15,3117,720,0.443
2017-11-01,Minimalism,69.72,2444,851,0.651
2017-12-01,Minimalism,76.79,2894,1382,0.393
2018-01-01,Minimalism,72.31,2392,1133,0.478
2018-02-01,Minimalism,69.89,3735,1569,0.447
2018-03-01,Minimalism,80.76,3580,1726,0.674
2018-04-01,Minimalism,78.16,3066,1135,0.524
2018-05-01,Minimalism,73.18,2996,976,0.624
2018-06-01,Minimalism,77.91,4248,1174,0.322
2018-07-01,Minimalism,76.5,2470,1385,0.532
2018-08-01,Minimalism,75.8,3367,1020,0.607
2018-09-01,Minimalism,86.37,3642,1605,0.51
2018-10-01,Minimalism,91.64,4135,1420,0.628
2018-11-01,Minimalism,79.74,2273,1399,0.438
2018-12-01,Minimalism,88.92,4661,1412,0.669
2019-01-01,Minimalism,85.4,4620,1182,0.776
2019-02-01,Minimalism,85.55,3749,1990,0.456
2019-03-01,Minimalism,84.63,4020,1743,0.447
2019-04-01,Minimalism,83.04,4470,965,0.674
2019-05-01,Minimalism,86.19,4120,1905,0.69
2019-06-01,Minimalism,82.18,2652,1366,0.437
2019-07-01,Minimalism,86.08,3799,1935,0.45
2019-08-01,Minimalism,84.3,3792,1780,0.466
2019-09-01,Minimalism,83.04,3311,1306,0.339
2019-10-01,Minimalism,79.87,3883,793,0.39
2019-11-01,Minimalism,80.69,4371,1087,0.38
2019-12-01,Minimalism,85.52,4611,1488,0.408
2020-01-01,Minimalism,84.0,3413,1573,0.496
2020-02-01,Minimalism,77.09,2403,1026,0.528
2020-03-01,Minimalism,80.4,4468,933,0.686
2020-04-01,Minimalism,82.01,4222,1773,0.38
2020-05-01,Minimalism,71.32,2246,1696,0.618
2020-06-01,Minimalism,79.17,4258,1359,0.474
2020-07-01,Minimalism,73.35,3840,885,0.494
2020-08-01,Minimalism,77.28,3287,1045,0.581
2020-09-01,Minimalism,70.95,3161,700,0.365
2020-10-01,Minimalism,65.78,2577,1498,0.546
2020-11-01,Minimalism,65.49,1934,740,0.52
2020-12-01,Minimalism,71.19,2662,1274,0.559
2021-01-01,Minimalism,71.04,3586,962,0.535
2021-02-01,Minimalism,65.95,1855,1159,0.795
2021-03-01,Minimalism,71.68,2677,1361,0.423
2021-04-01,Minimalism,62.05,2429,1337,0.436
2021-05-01,Minimalism,68.0,2927,855,0.425
2021-06-01,Minimalism,62.98,3386,615,0.433
2021-07-01,Minimalism,64.78,2442,750,0.424
2021-08-01,Minimalism,67.15,2532,1515,0.643
2021-09-01,Minimalism,63.08,3069,1399,0.67
2021-10-01,Minimalism,64.55,2625,1175,0.432
2021-11-01,Minimalism,69.68,2389,1271,0.4
2021-12-01,Minimalism,62.91,2558,1206,0.557
2022-01-01,Minimalism,68.13,2176,826,0.434
2022-02-01,Minimalism,59.83,1971,1362,0.576
2022-03-01,Minimalism,66.03,2770,1032,0.524
2022-04-01,Minimalism,69.24,2751,1047,0.318
2022-05-01,Minimalism,53.16,2850,908,0.686
2022-06-01,Minimalism,59.42,2267,611,0.716
2022-07-01,Minimalism,64.48,2854,773,0.426
2022-08-01,Minimalism,60.93,2785,1232,0.453
2022-09-01,Minimalism,62.79,1781,678,0.534
2022-10-01,Minimalism,58.45,2723,1069,0.54
2022-11-01,Minimalism,60.78,2005,798,0.579
2022-12-01,Minimalism,59.38,3260,903,0.741
2013-01-01,Moral Relativism,8.73,65,25,-0.136
2013-02-01,Moral Relativism,9.95,45,15,0.239
2013-03-01,Moral Relativism,11.18,86,16,0.166
2013-04-01,Moral Relativism,8.92,53,12,0.201
2013-05-01,Moral Relativism,6.44,43,18,0.065
2013-06-01,Moral Relativism,9.31,43,14,0.104
2013-07-01,Moral Relativism,12.26,69,24,0.101
2013-08-01,Moral Relativism,9.56,44,19,0.273
2013-09-01,Moral Relativism,8.57,71,20,0.105
2013-10-01,Moral Relativism,12.15,92,16,0.4
2013-11-01,Moral Relativism,9.67,59,16,0.202
2013-12-01,Moral Relativism,9.35,48,27,-0.003
2014-01-01,Moral Relativism,10.7,87,30,0.135
2014-02-01,Moral Relativism,11.97,68,31,0.072
2014-03-01,Moral Relativism,15.23,74,19,-0.113
2014-04-01,Moral Relativism,12.15,80,22,0.342
2014-05-01,Moral Relativism,12.85,105,30,0.234
2014-06-01,Moral Relativism,9.55,40,16,0.214
2014-07-01,Moral Relativism,8.55,44,24,0.17
2014-08-01,Moral Relativism,10.76,88,25,-0.016
2014-09-01,Moral Relativism,10.88,54,14,0.092
2014-10-01,Moral Relativism,8.54,40,24,0.251
2014-11-01,Moral Relativism,10.38,68,30,0.024
2014-12-01,Moral Relativism,11.57,90,15,-0.154
2015-01-01,Moral Relativism,11.52,71,25,0.123
2015-02-01,Moral Relativism,11.84,99,21,0.133
2015-03-01,Moral Relativism,11.45,81,22,0.166
2015-04-01,Moral Relativism,9.89,45,15,0.237
2015-05-01,Moral Relativism,9.91,83,22,0.227
2015-06-01,Moral Relativism,8.57,51,25,0.181
2015-07-01,Moral Relativism,14.57,79,31,0.293
2015-08-01,Moral Relativism,11.06,72,15,-0.032
2015-09-01,Moral Relativism,10.62,58,25,0.211
2015-10-01,Moral Relativism,9.24,42,17,0.225
2015-11-01,Moral Relativism,17.0,72,47,0.001
2015-12-01,Moral Relativism,9.02,55,18,-0.03
2016-01-01,Moral Relativism,10.34,80,16,0.06
2016-02-01,Moral Relativism,12.07,80,19,0.071
2016-03-01,Moral Relativism,12.47,105,32,0.24
2016-04-01,Moral Relativism,13.22,71,22,0.076
2016-05-01,Moral Relativism,14.95,80,39,0.047
2016-06-01,Moral Relativism,12.38,60,19,0.077
2016-07-01,Moral Relativism,9.29,45,17,0.284
2016-08-01,Moral Relativism,10.92,59,22,0.152
2016-09-01,Moral Relativism,12.08,91,35,0.128
2016-10-01,Moral Relativism,15.64,125,45,0.137
2016-11-01,Moral Relativism,8.74,72,14,0.305
2016-12-01,Moral Relativism,13.97,72,26,0.06
2017-01-01,Moral Relativism,11.96,94,18,0.308
2017-02-01,Moral Relativism,13.31,74,28,0.175
2017-03-01,Moral Relativism,11.46,54,23,0.131
2017-04-01,Moral Relativism,10.02,79,28,0.45
2017-05-01,Moral Relativism,13.24,91,38,0.023
2017-06-01,Moral Relativism,13.08,64,25,0.108
2017-07-01,Moral Relativism,13.74,83,29,0.002
2017-08-01,Moral Relativism,11.81,64,33,0.264
2017-09-01,Moral Relativism,10.67,78,28,0.353
2017-10-01,Moral Relativism,8.78,54,11,0.35
2017-11-01,Moral Relativism,13.57,113,24,0.297
2017-12-01,Moral Relativism,12.81,57,25,0.126
2018-01-01,Moral Relativism,10.07,57,16,0.106
2018-02-01,Moral Relativism,10.97,68,17,-0.051
2018-03-01,Moral Relativism,11.17,71,14,0.394
2018-04-01,Moral Relativism,9.19,51,22,0.206
2018-05-01,Moral Relativism,10.57,77,18,0.091
2018-06-01,Moral Relativism,9.99,79,13,0.309
2018-07-01,Moral Relativism,11.48,93,19,0.033
2018-08-01,Moral Relativism,10.88,82,29,0.199
2018-09-01,Moral Relativism,9.15,71,25,0.129
2018-10-01,Moral Relativism,16.5,107,34,0.227
2018-11-01,Moral Relativism,15.01,115,29,0.142
2018-12-01,Moral Relativism,11.0,60,33,-0.024
2019-01-01,Moral Relativism,13.16,77,21,0.159
2019-02-01,Moral Relativism,13.5,75,21,0.276
2019-03-01,Moral Relativism,15.09,93,26,0.146
2019-04-01,Moral Relativism,11.13,60,17,0.243
2019-05-01,Moral Relativism,15.0,124,28,0.025
2019-06-01,Moral Relativism,11.77,65,33,0.147
2019-07-01,Moral Relativism,10.24,47,24,0.075
2019-08-01,Moral Relativism,14.41,92,28,0.24
2019-09-01,Moral Relativism,15.6,69,45,0.154
2019-10-01,Moral Relativism,18.24,85,23,0.233
2019-11-01,Moral Relativism,10.72,55,17,0.281
2019-12-01,Moral Relativism,14.57,90,32,0.233
2020-01-01,Moral Relativism,12.4,75,29,0.183
2020-02-01,Moral Relativism,14.84,112,19,0.03
2020-03-01,Moral Relativism,10.38,76,20,0.15
2020-04-01,Moral Relativism,10.85,65,26,0.086
2020-05-01,Moral Relativism,11.87,67,29,0.109
2020-06-01,Moral Relativism,13.63,75,32,0.105
2020-07-01,Moral Relativism,12.24,91,22,0.032
2020-08-01,Moral Relativism,14.89,66,20,-0.085
2020-09-01,Moral Relativism,15.68,67,31,0.07
2020-10-01,Moral Relativism,14.88,112,21,0.173
2020-11-01,Moral Relativism,16.97,105,49,-0.012
2020-12-01,Moral Relativism,14.61,69,30,0.152
2021-01-01,Moral Relativism,11.4,59,20,0.378
2021-02-01,Moral Relativism,16.61,135,43,0.273
2021-03-01,Moral Relativism,12.72,99,27,0.347
2021-04-01,Moral Relativism,15.8,113,28,0.197
2021-05-01,Moral Relativism,17.18,107,46,0.29
2021-06-01,Moral Relativism,15.0,96,41,0.063
2021-07-01,Moral Relativism,11.14,92,27,0.073
2021-08-01,Moral Relativism,12.35,102,16,-0.179
2021-09-01,Moral Relativism,16.88,86,37,0.292
2021-10-01,Moral Relativism,13.95,106,36,0.335
2021-11-01,Moral Relativism,14.5,73,21,0.084
2021-12-01,Moral Relativism,15.91,81,26,0.12
2022-01-01,Moral Relativism,15.83,111,44,0.06
2022-02-01,Moral Relativism,15.05,89,19,0.196
2022-03-01,Moral Relativism,14.13,115,36,0.285
2022-04-01,Moral Relativism,13.97,64,29,-0.059
2022-05-01,Moral Relativism,16.36,104,33,0.199
2022-06-01,Moral Relativism,15.8,127,19,0.117
2022-07-01,Moral Relativism,14.23,114,38,0.164
2022-08-01,Moral Relativism,16.96,82,31,0.205
2022-09-01,Moral Relativism,14.59,84,32,0.127
2022-10-01,Moral Relativism,13.19,90,32,0.138
2022-11-01,Moral Relativism,13.43,65,33,0.124
2022-12-01,Moral Relativism,13.04,108,38,0.266
2013-01-01,Neo-Tribalism,10.14,98,60,0.272
2013-02-01,Neo-Tribalism,5.0,55,16,0.135
2013-03-01,Neo-Tribalism,12.59,153,49,0.32
2013-04-01,Neo-Tribalism,8.18,92,21,0.289
2013-05-01,Neo-Tribalism,8.44,99,38,0.163
2013-06-01,Neo-Tribalism,5.0,65,21,0.149
2013-07-01,Neo-Tribalism,8.83,116,42,0.332
2013-08-01,Neo-Tribalism,8.23,107,36,0.228
2013-09-01,Neo-Tribalism,5.0,40,19,0.325
2013-10-01,Neo-Tribalism,8.86,78,45,-0.087
2013-11-01,Neo-Tribalism,7.47,79,19,0.212
2013-12-01,Neo-Tribalism,8.08,77,35,0.011
2014-01-01,Neo-Tribalism,8.88,70,25,0.197
2014-02-01,Neo-Tribalism,7.45,67,30,0.286
2014-03-01,Neo-Tribalism,9.67,134,51,0.409
2014-04-01,Neo-Tribalism,8.74,82,25,0.087
2014-05-01,Neo-Tribalism,10.48,104,60,0.137
2014-06-01,Neo-Tribalism,7.55,53,42,0.189
2014-07-01,Neo-Tribalism,6.01,72,23,0.083
2014-08-01,Neo-Tribalism,7.14,71,17,0.317
2014-09-01,Neo-Tribalism,13.66,105,72,0.192
2014-10-01,Neo-Tribalism,12.27,169,68,0.215
2014-11-01,Neo-Tribalism,13.11,163,40,0.274
2014-12-01,Neo-Tribalism,13.38,162,76,0.191
2015-01-01,Neo-Tribalism,8.2,112,47,0.102
2015-02-01,Neo-Tribalism,10.55,104,43,0.192
2015-03-01,Neo-Tribalism,9.96,120,53,0.097
2015-04-01,Neo-Tribalism,11.78,99,47,0.213
2015-05-01,Neo-Tribalism,9.0,107,40,0.32
2015-06-01,Neo-Tribalism,10.21,72,36,0.059
2015-07-01,Neo-Tribalism,10.22,81,30,0.016
2015-08-01,Neo-Tribalism,11.66,116,59,0.206
2015-09-01,Neo-Tribalism,12.1,86,29,0.108
2015-10-01,Neo-Tribalism,10.48,107,47,0.204
2015-11-01,Neo-Tribalism,10.64,113,59,0.238
2015-12-01,Neo-Tribalism,11.01,125,35,-0.057
2016-01-01,Neo-Tribalism,15.34,118,55,0.283
2016-02-01,Neo-Tribalism,5.28,44,24,0.06
2016-03-01,Neo-Tribalism,7.62,86,25,0.197
2016-04-01,Neo-Tribalism,12.62,146,69,0.121
2016-05-01,Neo-Tribalism,11.48,82,43,0.134
2016-06-01,Neo-Tribalism,11.52,124,52,0.403
2016-07-01,Neo-Tribalism,12.8,160,41,0.238
2016-08-01,Neo-Tribalism,11.51,86,29,0.309
2016-09-01,Neo-Tribalism,9.26,92,28,0.218
2016-10-01,Neo-Tribalism,12.89,120,33,0.274
2016-11-01,Neo-Tribalism,11.13,149,45,0.25
2016-12-01,Neo-Tribalism,9.79,81,44,0.231
2017-01-01,Neo-Tribalism,13.27,122,34,0.333
2017-02-01,Neo-Tribalism,13.22,176,36,0.219
2017-03-01,Neo-Tribalism,11.98,112,50,0.474
2017-04-01,Neo-Tribalism,16.55,177,87,0.315
2017-05-01,Neo-Tribalism,15.45,112,72,0.063
2017-06-01,Neo-Tribalism,14.54,202,40,0.179
2017-07-01,Neo-Tribalism,19.3,247,108,0.248
2017-08-01,Neo-Tribalism,11.23,128,64,0.205
2017-09-01,Neo-Tribalism,10.34,77,37,0.282
2017-10-01,Neo-Tribalism,14.38,108,66,0.296
2017-11-01,Neo-Tribalism,11.11,120,46,0.037
2017-12-01,Neo-Tribalism,11.97,108,69,0.354
2018-01-01,Neo-Tribalism,9.04,103,38,0.14
2018-02-01,Neo-Tribalism,14.36,161,84,0.128
2018-03-01,Neo-Tribalism,8.67,112,27,0.128
2018-04-01,Neo-Tribalism,13.34,120,49,0.297
2018-05-01,Neo-Tribalism,14.12,156,74,0.168
2018-06-01,Neo-Tribalism,13.4,167,70,0.12
2018-07-01,Neo-Tribalism,9.98,104,50,0.149
2018-08-01,Neo-Tribalism,10.5,135,58,-0.015
2018-09-01,Neo-Tribalism,14.09,112,69,0.099
2018-10-01,Neo-Tribalism,18.49,224,87,0.051
2018-11-01,Neo-Tribalism,18.28,249,74,0.168
2018-12-01,Neo-Tribalism,17.91,167,73,0.28
2019-01-01,Neo-Tribalism,15.85,152,61,0.266
2019-02-01,Neo-Tribalism,20.07,152,93,0.351
2019-03-01,Neo-Tribalism,14.19,163,55,0.324
2019-04-01,Neo-Tribalism,12.94,141,38,0.137
2019-05-01,Neo-Tribalism,19.94,145,55,0.202
2019-06-01,Neo-Tribalism,19.57,240,112,0.196
2019-07-01,Neo-Tribalism,24.79,317,62,-0.058
2019-08-01,Neo-Tribalism,22.77,304,63,0.054
2019-09-01,Neo-Tribalism,27.79,301,111,0.18
2019-10-01,Neo-Tribalism,21.73,221,73,0.179
2019-11-01,Neo-Tribalism,25.38,333,98,0.261
2019-12-01,Neo-Tribalism,23.7,232,67,0.256
2020-01-01,Neo-Tribalism,29.15,338,84,-0.012
2020-02-01,Neo-Tribalism,25.22,285,133,0.262
2020-03-01,Neo-Tribalism,29.23,281,150,0.221
2020-04-01,Neo-Tribalism,24.27,185,67,0.275
2020-05-01,Neo-Tribalism,27.09,194,130,0.328
2020-06-01,Neo-Tribalism,28.91,289,133,0.183
2020-07-01,Neo-Tribalism,33.79,350,168,0.349
2020-08-01,Neo-Tribalism,24.24,309,100,0.093
2020-09-01,Neo-Tribalism,30.67,304,103,0.087
2020-10-01,Neo-Tribalism,31.4,282,150,0.251
2020-11-01,Neo-Tribalism,27.1,277,101,0.156
2020-12-01,Neo-Tribalism,32.77,284,104,0.231
2021-01-01,Neo-Tribalism,30.38,232,118,0.439
2021-02-01,Neo-Tribalism,28.14,219,145,0.247
2021-03-01,Neo-Tribalism,34.47,318,142,0.225
2021-04-01,Neo-Tribalism,34.5,245,120,0.096
2021-05-01,Neo-Tribalism,34.79,297,188,-0.004
2021-06-01,Neo-Tribalism,36.41,456,203,0.191
2021-07-01,Neo-Tribalism,33.14,286,131,0.328
2021-08-01,Neo-Tribalism,41.29,321,155,0.161
2021-09-01,Neo-Tribalism,35.94,490,166,0.248
2021-10-01,Neo-Tribalism,40.03,455,104,0.371
2021-11-01,Neo-Tribalism,31.26,232,153,0.368
2021-12-01,Neo-Tribalism,33.93,252,177,0.251
2022-01-01,Neo-Tribalism,38.62,436,148,0.22
2022-02-01,Neo-Tribalism,36.02,388,109,0.018
2022-03-01,Neo-Tribalism,33.61,251,84,0.124
2022-04-01,Neo-Tribalism,31.44,269,148,0.166
2022-05-01,Neo-Tribalism,39.29,530,132,0.098
2022-06-01,Neo-Tribalism,39.17,431,159,0.23
2022-07-01,Neo-Tribalism,38.08,384,144,0.429
2022-08-01,Neo-Tribalism,35.99,315,109,0.382
2022-09-01,Neo-Tribalism,34.27,272,145,0.229
2022-10-01,Neo-Tribalism,37.58,369,152,0.294
2022-11-01,Neo-Tribalism,33.92,456,158,0.113
2022-12-01,Neo-Tribalism,35.75,262,118,0.376
2013-01-01,New Age Spirituality,21.64,756,150,0.54
2013-02-01,New Age Spirituality,30.1,990,414,0.429
2013-03-01,New Age Spirituality,19.44,446,278,0.691
2013-04-01,New Age Spirituality,21.52,522,223,0.583
2013-05-01,New Age Spirituality,18.58,451,183,0.582
2013-06-01,New Age Spirituality,16.43,499,178,0.427
2013-07-01,New Age Spirituality,21.64,508,174,0.789
2013-08-01,New Age Spirituality,20.47,411,178,0.447
2013-09-01,New Age Spirituality,13.29,406,92,0.414
2013-10-01,New Age Spirituality,25.33,646,254,0.585
2013-11-01,New Age Spirituality,21.8,411,251,0.523
2013-12-01,New Age Spirituality,20.83,653,299,0.402
2014-01-01,New Age Spirituality,19.4,538,245,0.764
2014-02-01,New Age Spirituality,21.94,572,274,0.617
2014-03-01,New Age Spirituality,22.13,648,194,0.5
2014-04-01,New Age Spirituality,22.04,581,308,0.788
2014-05-01,New Age Spirituality,24.09,695,350,0.597
2014-06-01,New Age Spirituality,24.83,811,357,0.499
2014-07-01,New Age Spirituality,27.02,763,172,0.774
2014-08-01,New Age Spirituality,18.55,539,212,0.579
2014-09-01,New Age Spirituality,19.39,548,229,0.574
2014-10-01,New Age Spirituality,22.25,596,193,0.454
2014-11-01,New Age Spirituality,18.88,387,282,0.506
2014-12-01,New Age Spirituality,19.42,454,167,0.451
2015-01-01,New Age Spirituality,22.76,674,181,0.673
2015-02-01,New Age Spirituality,24.09,601,250,0.307
2015-03-01,New Age Spirituality,25.27,622,225,0.664
2015-04-01,New Age Spirituality,20.92,644,300,0.395
2015-05-01,New Age Spirituality,22.95,404,229,0.493
2015-06-01,New Age Spirituality,22.34,656,216,0.465
2015-07-01,New Age Spirituality,21.72,566,253,0.438
2015-08-01,New Age Spirituality,19.27,464,130,0.583
2015-09-01,New Age Spirituality,18.95,445,243,0.499
2015-10-01,New Age Spirituality,23.83,489,308,0.42
2015-11-01,New Age Spirituality,19.39,453,199,0.518
2015-12-01,New Age Spirituality,16.61,405,243,0.416
2016-01-01,New Age Spirituality,21.9,551,246,0.435
